class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
,WARNING,PARAMETER_NOT_NULL_CHECKED,"Parameter `testResponse` is not checked for null, there could be a null pointer dereference: pointer `testResponse` could be null and is dereferenced at line 888, column 5",MEDIUM,888,"__objc_anonymous_block_GTMSessionFetcherService_mockFetcherServiceWithFakedData:fakedError:______3","__objc_anonymous_block_GTMSessionFetcherService_mockFetcherServiceWithFakedData:fakedError:______3.0a821f543daff0c7ac456470bdda27ea",Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m,"{""trace"":[{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":886,""description"":""start of procedure block"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""__objc_anonymous_block_GTMSessionFetcherService_mockFetcherServiceWithFakedData:fakedError:______3""},{""tag"":""name_id"",""value"":""__objc_anonymous_block_GTMSessionFetcherService_mockFetcherServiceWithFakedData:fakedError:______3.0a821f543daff0c7ac456470bdda27ea""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":888,""description"":"""",""node_tags"":[]}]}","829815761","<qualifier_tags><bucket>B1</bucket><parameter_not_null_checked>testResponse</parameter_not_null_checked><line>888</line><value>testResponse</value></qualifier_tags>","4426245","1","false",""
PROVER,ERROR,RETAIN_CYCLE,"Retain cycle involving the following objects:  (1) object self retaining `self._fetcherInFlight`,   at line 826, column 3",HIGH,826,"GTMSessionUploadFetcher_beginFetchWithCompletionHandler:","beginFetchWithCompletionHandler:#GTMSessionUploadFetcher#instance.3fb54d8b970f13847875cefea2ab37bc",Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m,"{""trace"":[{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":799,""description"":""start of procedure beginFetchWithCompletionHandler:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_beginFetchWithCompletionHandler:""},{""tag"":""name_id"",""value"":""beginFetchWithCompletionHandler:#GTMSessionUploadFetcher#instance.3fb54d8b970f13847875cefea2ab37bc""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":800,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":800,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":800,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":802,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":1708,""description"":""start of procedure setInitialBodyLength:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setInitialBodyLength:""},{""tag"":""name_id"",""value"":""setInitialBodyLength:#GTMSessionUploadFetcher#instance.45629e225c4195140cc36d2eb4f2c371""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":1710,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":1712,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":1714,""description"":""return from a call to GTMSessionUploadFetcher_setInitialBodyLength:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setInitialBodyLength:""},{""tag"":""name_id"",""value"":""setInitialBodyLength:#GTMSessionUploadFetcher#instance.45629e225c4195140cc36d2eb4f2c371""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":807,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":743,""description"":""start of procedure setDelegateCallbackQueue:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setDelegateCallbackQueue:""},{""tag"":""name_id"",""value"":""setDelegateCallbackQueue:#GTMSessionUploadFetcher#instance.8a39619dd95d8cf907fd5be57e5c703a""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":745,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":747,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":749,""description"":""return from a call to GTMSessionUploadFetcher_setDelegateCallbackQueue:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setDelegateCallbackQueue:""},{""tag"":""name_id"",""value"":""setDelegateCallbackQueue:#GTMSessionUploadFetcher#instance.8a39619dd95d8cf907fd5be57e5c703a""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":808,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":735,""description"":""start of procedure setCompletionHandler:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setCompletionHandler:""},{""tag"":""name_id"",""value"":""setCompletionHandler:#GTMSessionUploadFetcher#instance.72449bf17d887f95c1a5c008ccaba71f""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":737,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":739,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":741,""description"":""return from a call to GTMSessionUploadFetcher_setCompletionHandler:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setCompletionHandler:""},{""tag"":""name_id"",""value"":""setCompletionHandler:#GTMSessionUploadFetcher#instance.72449bf17d887f95c1a5c008ccaba71f""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":810,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":759,""description"":""start of procedure isRestartedUpload"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_isRestartedUpload""},{""tag"":""name_id"",""value"":""isRestartedUpload#GTMSessionUploadFetcher#instance.be343c14a8d9709f9ec7d47236a90b26""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":761,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":763,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":765,""description"":""return from a call to GTMSessionUploadFetcher_isRestartedUpload"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_isRestartedUpload""},{""tag"":""name_id"",""value"":""isRestartedUpload#GTMSessionUploadFetcher#instance.be343c14a8d9709f9ec7d47236a90b26""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":810,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":822,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":791,""description"":""start of procedure fetcherInFlight"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_fetcherInFlight""},{""tag"":""name_id"",""value"":""fetcherInFlight#GTMSessionUploadFetcher#instance.810c11808e03e14e3b9e957340d9f7d3""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":793,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":795,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":797,""description"":""return from a call to GTMSessionUploadFetcher_fetcherInFlight"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_fetcherInFlight""},{""tag"":""name_id"",""value"":""fetcherInFlight#GTMSessionUploadFetcher#instance.810c11808e03e14e3b9e957340d9f7d3""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":822,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":822,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":791,""description"":""start of procedure fetcherInFlight"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_fetcherInFlight""},{""tag"":""name_id"",""value"":""fetcherInFlight#GTMSessionUploadFetcher#instance.810c11808e03e14e3b9e957340d9f7d3""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":793,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":795,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":797,""description"":""return from a call to GTMSessionUploadFetcher_fetcherInFlight"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_fetcherInFlight""},{""tag"":""name_id"",""value"":""fetcherInFlight#GTMSessionUploadFetcher#instance.810c11808e03e14e3b9e957340d9f7d3""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":822,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":825,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":783,""description"":""start of procedure setFetcherInFlight:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setFetcherInFlight:""},{""tag"":""name_id"",""value"":""setFetcherInFlight:#GTMSessionUploadFetcher#instance.631c93d21373b7272583edb2f8b8f131""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":785,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":787,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":789,""description"":""return from a call to GTMSessionUploadFetcher_setFetcherInFlight:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_setFetcherInFlight:""},{""tag"":""name_id"",""value"":""setFetcherInFlight:#GTMSessionUploadFetcher#instance.631c93d21373b7272583edb2f8b8f131""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":826,""description"":""Skipped call: function or method not found"",""node_tags"":[]}]}","800369275","<qualifier_tags><line>826</line></qualifier_tags>","852213701","2","false",""
PROVER,ERROR,RETAIN_CYCLE,"Retain cycle involving the following objects:  (1) an object of `GTMSessionFetcherSessionDelegateDispatcher` retaining another object via instance variable `_discardTimer`,  (2) an object of `NSTimer` retaining another object via instance variable `_target`,   at line 461, column 3",HIGH,461,"GTMSessionFetcherService_fetcherDidStop:","fetcherDidStop:#GTMSessionFetcherService#instance.1b456822c34ca90a51dba1e219f77f6e",Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m,"{""trace"":[{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":449,""description"":""start of procedure fetcherDidStop:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionFetcherService_fetcherDidStop:""},{""tag"":""name_id"",""value"":""fetcherDidStop:#GTMSessionFetcherService#instance.1b456822c34ca90a51dba1e219f77f6e""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":451,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":452,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":452,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":459,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":378,""description"":""start of procedure delegateDispatcherForFetcher:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionFetcherService_delegateDispatcherForFetcher:""},{""tag"":""name_id"",""value"":""delegateDispatcherForFetcher:#GTMSessionFetcherService#instance.e0f3750e616b7b13940936cacac7fbb5""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":379,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":379,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":379,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":381,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":382,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":383,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":384,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":384,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":384,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":384,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":385,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":386,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":386,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":388,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":392,""description"":""return from a call to GTMSessionFetcherService_delegateDispatcherForFetcher:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionFetcherService_delegateDispatcherForFetcher:""},{""tag"":""name_id"",""value"":""delegateDispatcherForFetcher:#GTMSessionFetcherService#instance.e0f3750e616b7b13940936cacac7fbb5""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":461,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1084,""description"":""start of procedure removeFetcher:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionFetcherSessionDelegateDispatcher_removeFetcher:""},{""tag"":""name_id"",""value"":""removeFetcher:#GTMSessionFetcherSessionDelegateDispatcher#instance.6740f9b4939704ad8b954fb07822dd5e""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1086,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1093,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1094,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1094,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1095,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1097,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1098,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":994,""description"":""start of procedure startDiscardTimer"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionFetcherSessionDelegateDispatcher_startDiscardTimer""},{""tag"":""name_id"",""value"":""startDiscardTimer#GTMSessionFetcherSessionDelegateDispatcher#instance.ccb0a2b89252ba054d34fd27010dcf6a""}]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":995,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":995,""description"":""Condition is false"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":996,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":997,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":998,""description"":""Condition is true"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":999,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1004,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1005,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":998,""description"":"""",""node_tags"":[]},{""level"":2,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1007,""description"":""return from a call to GTMSessionFetcherSessionDelegateDispatcher_startDiscardTimer"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionFetcherSessionDelegateDispatcher_startDiscardTimer""},{""tag"":""name_id"",""value"":""startDiscardTimer#GTMSessionFetcherSessionDelegateDispatcher#instance.ccb0a2b89252ba054d34fd27010dcf6a""}]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1097,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionFetcherService.m"",""line_number"":1101,""description"":""return from a call to GTMSessionFetcherSessionDelegateDispatcher_removeFetcher:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""GTMSessionFetcherSessionDelegateDispatcher_removeFetcher:""},{""tag"":""name_id"",""value"":""removeFetcher:#GTMSessionFetcherSessionDelegateDispatcher#instance.6740f9b4939704ad8b954fb07822dd5e""}]}]}","458050441","<qualifier_tags><line>461</line></qualifier_tags>","282967776","3","false",""
,WARNING,PARAMETER_NOT_NULL_CHECKED,"Parameter `response` is not checked for null, there could be a null pointer dereference: pointer `response` could be null and is dereferenced at line 630, column 3",MEDIUM,630,"GTMSessionUploadFetcher_generateChunkSubdataFromFileHandle:offset:length:response:","generateChunkSubdataFromFileHandle:offset:length:response:#GTMSessionUploadFetcher#instance.befb70214d92839242a7c7a9885efb80",Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m,"{""trace"":[{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":615,""description"":""start of procedure generateChunkSubdataFromFileHandle:offset:length:response:"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""GTMSessionUploadFetcher_generateChunkSubdataFromFileHandle:offset:length:response:""},{""tag"":""name_id"",""value"":""generateChunkSubdataFromFileHandle:offset:length:response:#GTMSessionUploadFetcher#instance.befb70214d92839242a7c7a9885efb80""}]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":619,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":620,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":622,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":623,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""Pods/GTMSessionFetcher/Source/GTMSessionUploadFetcher.m"",""line_number"":630,""description"":"""",""node_tags"":[]}]}","133482620","<qualifier_tags><bucket>B1</bucket><parameter_not_null_checked>response</parameter_not_null_checked><line>630</line><value>response</value></qualifier_tags>","882143873","4","false",""
